"Severity","Distance.mi.","Description","Start_Lat","Start_Lng","City","County","State","Start_Time","End_Time","Timezone","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Junction","No_Exit","Traffic_Calming","Traffic_Signal","Duration","Time_of_Day"
3,4.05000019073486,"Queueing traffic and center lane blocked due to accident on I-35 Southbound between Exits 72A 72B 72C 124 I-235 Exits 123A 123B and Exit 70 George Mills Civic Pkwy.",41.559227,-93.776733,"West des Moines","Polk","IA","2019-06-28 17:30:14","2019-06-28 18:29:31","US/Central",85,85,63,28.99,10,"S",10,0,"Mostly Cloudy","False","False","True","False","False","False","True",59.2833333333333,"Afternoon"
3,0,"Right and center lane blocked due to accident on I-10 Westbound at Exits 766 767B Taylor St.",29.777548,-95.383553,"Houston","Harris","TX","2019-06-13 11:55:11","2019-06-13 13:25:24","US/Central",89,89,42,30.02,10,"CALM",0,0,"Partly Cloudy","False","False","False","False","False","False","False",90.2166666666667,"Morning"
3,0,"Left hand shoulder blocked and left and right lane blocked due to accident on I-664 Hampton Roads Bltwy Southbound at Exits 13A 13B 14 US-13 Military Hwy.",36.785252,-76.41996,"Chesapeake","Chesapeake","VA","2019-07-12 11:53:56","2019-07-12 13:42:57","US/Eastern",82,82,76,29.82,10,"W",9,0,"Mostly Cloudy","False","False","False","False","False","False","False",109.016666666667,"Morning"
3,0,"Center-left & center-right lane blocked due to accident on I-695 clockwise at MD-372 Wilkens Ave.",39.262157,-76.706619,"Halethorpe","Baltimore County","MD","2019-10-27 10:00:13","2019-10-27 11:46:25","US/Eastern",69,69,96,29.61,1,"S",8,0.07,"Light Rain","False","False","False","False","False","False","False",106.2,"Morning"
3,0.300000011920929,"Entry ramp to I-45 Southbound at Exits 473B 473C from I-20 Eastbound lane blocked due to accident.",32.661011,-96.726723,"Dallas","Dallas","TX","2021-04-15 12:52:01","2021-04-15 17:45:07","US/Central",62,62,60,29.24,10,"E",16,0,"Fair","False","False","False","False","False","False","False",293.1,"Afternoon"
3,0,"Lane blocked due to accident on I-565 Westbound near County Line Rd.",34.659779,-86.787498,"Madison","Madison","AL","2021-06-10 17:38:31","2021-06-10 18:53:10","US/Central",76,76,91,29.25,10,"SW",9,0,"Cloudy","False","False","False","False","False","False","False",74.65,"Afternoon"
3,0,"Left lane blocked due to crash on I-55 Southbound at Exit 31 US-190.",30.503633,-90.50354,"Hammond","Tangipahoa","LA","2022-03-24 11:11:12","2022-03-24 11:55:54","US/Central",66,66,30,29.98,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",44.7,"Morning"
3,0,"Left lane blocked due to accident on I-5 Southbound near Evergreen Blvd.",45.628948,-122.666687,"Vancouver","Clark","WA","2021-10-30 12:35:48","2021-10-30 13:04:57","US/Pacific",57,57,30,30.02,10,"E",18,0,"Fair","False","False","False","False","False","False","False",29.15,"Afternoon"
3,0,"At E 30th St - Accident.",39.81819,-86.10266,"Indianapolis","Marion","IN","2020-06-10 22:03:40","2020-06-10 22:18:40","US/Eastern",69,69,68,28.94,10,"W",10,0,"Light Rain","False","False","True","False","False","False","True",15,"Night"
3,2.39000010490417,"Right# lane blocked due to crash on I-126 Westbound from US-176 Huger St to Greystone Blvd.",34.012638,-81.076477,"Columbia","Richland","SC","2022-04-05 16:11:07","2022-04-05 16:40:20","US/Eastern",66,66,87,29.51,0.5,"SSE",14,0.2,"Heavy T-Storm","False","False","False","False","False","False","False",29.2166666666667,"Afternoon"
3,0.14,"At 47th St/Exit 56B - Accident.",41.81068,-87.63031,"Chicago","Cook","IL","2020-05-05 15:49:54","2020-05-05 16:19:47","US/Central",46,41,76,29.3,10,"NE",10,0,"Light Rain","False","False","False","False","False","False","False",29.8833333333333,"Afternoon"
3,0,"Two lanes blocked and left hand shoulder blocked due to crash on I-69 Northbound at Chimney Rock Rd.",29.725868,-95.476448,"Houston","Harris","TX","2022-03-19 18:26:26","2022-03-19 18:55:13","US/Central",73,73,20,30.1,10,"E",7,0,"Fair","False","False","False","False","False","False","False",28.7833333333333,"Evening"
3,0,"Right hand shoulder blocked due to accident on I-4 Westbound after Exit 28 FL-546 Memorial Blvd.",28.037874,-82.0354,"Lakeland","Polk","FL","2021-08-05 08:02:30","2021-08-05 08:59:00","US/Eastern",75,75,100,29.79,10,"SSE",7,0,"Fair","False","False","False","False","False","False","False",56.5,"Night"
3,0,"Lane blocked due to accident on I-15 Northbound at I-15 Exit 109 / I-10.",34.067398,-117.544769,"Ontario","San Bernardino","CA","2021-06-30 16:29:15","2021-06-30 17:47:53","US/Pacific",91,91,36,28.83,10,"WSW",15,0,"Fair","False","False","False","False","False","False","False",78.6333333333333,"Afternoon"
3,0,"Left and center lane blocked due to accident on I-610 Westbound at Shepherd Dr.",29.812984,-95.406326,"Houston","Harris","TX","2021-01-20 13:49:00","2021-01-20 14:33:20","US/Central",63,63,88,30.17,4,"E",8,0,"Cloudy","False","False","False","False","False","False","False",44.3333333333333,"Afternoon"
3,0.854,"At CR-5/Kenwood Trl - Accident.",44.775369,-93.316951,"Burnsville","Dakota","MN","2019-02-07 20:20:57","2019-02-07 20:50:43","US/Central",8.1,-11.7,83,30,5,"WNW",20.7,0,"Light Snow","False","False","False","False","False","False","False",29.7666666666667,"Evening"
3,0,"Two lanes blocked due to accident on I-71 Southbound at Exits 237 OH-291 Engle Rd.",41.402718,-81.821678,"Brookpark","Cuyahoga","OH","2021-09-08 18:32:01","2021-09-08 19:01:27","US/Eastern",74,74,48,28.91,10,"WNW",8,0,"Mostly Cloudy","False","False","False","False","False","False","False",29.4333333333333,"Evening"
3,0,"Left lane blocked due to accident on I-95 Southbound at Exit 23 RI-246 Charles St.",41.840019,-71.411263,"Providence","Providence","RI","2021-01-25 17:31:47","2021-01-25 18:01:16","US/Eastern",28,22,45,29.55,10,"NNW",6,0,"Fair","False","False","False","True","False","False","False",29.4833333333333,"Afternoon"
3,8.34000015258789,"Right hand shoulder blocked due to accident on US-301 A P Hill Blvd Southbound from US-17 Tidewater Trl to W Lewis Memorial Dr.",38.10968,-77.264511,"Port Royal","Caroline","VA","2019-06-26 16:03:34","2019-06-26 18:46:07","US/Eastern",89,89,47,29.97,10,"WSW",8,0,"Fair","False","False","False","False","False","False","False",162.55,"Afternoon"
3,0,"Left lane blocked due to accident on I-25 Northbound at Exit 213 Park Ave.",39.776245,-104.989182,"Denver","Denver","CO","2021-09-20 16:53:49","2021-09-20 17:23:00","US/Mountain",64,64,22,24.5,10,"ESE",8,0,"Partly Cloudy","False","False","False","False","False","False","False",29.1833333333333,"Afternoon"
3,0,"#1 lane blocked due to accident on I-580 Eastbound at Exit 51 CA-84 Isabel Ave.",37.70079,-121.808846,"Livermore","Alameda","CA","2021-12-26 04:40:33","2021-12-26 05:09:56","US/Pacific",41,41,89,29.56,10,"CALM",0,0.06,"Light Rain","False","False","False","True","False","False","False",29.3833333333333,"Night"
3,0,"#1 lane blocked due to accident on I-680 Northbound before Exit 50 CA-242.",37.95866,-122.052567,"Pleasant Hill","Contra Costa","CA","2019-02-04 19:37:41","2019-02-04 20:22:24","US/Pacific",43,37.7,80,29.63,10,"SW",9.2,0.01,"Light Rain","False","False","False","False","False","False","False",44.7166666666667,"Evening"
3,0,"#2 lane blocked due to crash on I-880 Northbound before Exit 30 Embers Way. SigAlert issued.",37.688671,-122.134888,"San Leandro","Alameda","CA","2022-07-28 11:47:10","2022-07-28 12:31:39","US/Pacific",64,64,73,29.9,10,"W",8,0,"Fair","False","False","False","False","False","False","False",44.4833333333333,"Morning"
3,0,"Left lane blocked due to accident on I-90 Westbound after IExit 15.",42.33897,-71.262741,"Weston","Middlesex","MA","2019-11-15 18:08:05","2019-11-15 19:05:25","US/Eastern",44,40,42,29.9,10,"VAR",7,0,"Fair","False","False","False","False","False","False","False",57.3333333333333,"Evening"
3,4.05999994277954,"Accident on I-494 Eastbound between Exits 1A 1A&B 1B MN-5 and Exit 71 CR-31 Pilot Knob Rd.",44.861076,-93.164658,"Saint Paul","Dakota","MN","2019-03-01 21:17:12","2019-03-01 21:46:51","US/Central",17.1,7.6,84,30.2,4,"North",6.9,0,"Light Snow","False","False","False","False","False","False","False",29.65,"Evening"
3,0,"Right lane blocked due to accident on I-87 Northbound at Exit 9 Fordham Rd.",40.861858,-73.912849,"Bronx","Bronx","NY","2021-11-26 00:40:54","2021-11-26 01:42:48","US/Eastern",50,50,59,29.73,10,"S",5,0.01,"Light Rain","False","False","True","False","False","False","True",61.9,"Night"
3,0,"Lane blocked due to accident on I-90 Kennedy Expy Westbound at IL-43 Harlem Ave.",41.98188,-87.80751,"Chicago","Cook","IL","2021-11-05 08:47:26","2021-11-05 09:17:13","US/Central",37,32,73,29.63,10,"SSW",7,0,"Fair","False","False","False","False","False","False","False",29.7833333333333,"Night"
3,0,"#3 lane blocked due to accident on I-5 Southbound at Exits 13B 14A 14B CA-75.",32.698799,-117.139359,"San Diego","San Diego","CA","2021-09-01 14:57:23","2021-09-01 15:25:50","US/Pacific",75,75,62,29.86,10,"W",12,0,"Mostly Cloudy","False","False","False","False","False","False","False",28.45,"Afternoon"
3,0,"Left lane blocked due to crash on I-35 Northbound before Exit 136 / US-69 14th St.",41.649452,-93.606895,"Des Moines","Polk","IA","2022-05-14 09:00:16","2022-05-14 09:29:24","US/Central",72,72,57,29.02,9,"VAR",6,0,"Fair","False","False","False","False","False","False","False",29.1333333333333,"Night"
3,0,"Left lane closed due to accident on I-65 Southbound at Fletcher Ave.",39.7593,-86.143349,"Indianapolis","Marion","IN","2019-11-25 08:43:19","2019-11-25 09:44:00","US/Eastern",39,33,93,28.88,8,"S",8,0,"Fair","False","False","False","False","False","False","False",60.6833333333333,"Night"
3,0,"Right lane blocked due to accident on I-70 Westbound near Exit 163 Edwards Access Rd.",39.649666,-106.587997,"Silverthorne","Eagle","CO","2019-10-27 20:53:39","2019-10-27 21:29:00","US/Mountain",19,9,92,20.57,0.75,"W",8,0,"Fog","False","False","False","False","False","False","False",35.35,"Evening"
3,0,"Two lanes blocked and left hand shoulder blocked due to accident on I-30 Westbound at Exit 26 Green Oaks Blvd.",32.760223,-97.150635,"Fort Worth","Tarrant","TX","2019-02-17 19:41:50","2019-02-17 20:11:17","US/Central",41,36,60,29.32,10,"N",7,0,"Fair","False","False","False","False","False","False","False",29.45,"Evening"
3,0,"Accident on I-580 Westbound at Exit 19B I-980.",37.824291,-122.267967,"Oakland","Alameda","CA","2019-10-05 17:10:42","2019-10-05 18:56:16","US/Pacific",78,78,32,30.02,10,"WNW",9,0,"Fair","False","False","False","True","False","False","False",105.566666666667,"Afternoon"
3,0,"Right hand shoulder blocked and right lane blocked due to accident on I-64 Westbound at Exits 118A 118B US-29 Monacan Trail Rd.",38.021172,-78.537727,"Charlottesville","Albemarle","VA","2019-11-14 17:20:04","2019-11-14 18:55:13","US/Eastern",41,41,43,29.59,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",95.15,"Afternoon"
3,0,"Lane blocked due to accident on I-35E Northbound at Exit 424 Illinois Ave.",32.720516,-96.827538,"Dallas","Dallas","TX","2020-09-25 17:03:51","2020-09-25 18:06:21","US/Central",82,82,51,29.18,10,"S",7,0,"Fair","False","False","False","False","False","False","False",62.5,"Afternoon"
3,0,"At I-95/Cross Bronx Expy/Exit 7 - Accident.",40.83994,-73.92926,"Bronx","Bronx","NY","2020-03-29 13:18:47","2020-03-29 13:48:47","US/Eastern",46,38,89,29.93,1,"NE",20,0,"Light Drizzle","False","False","False","False","False","False","False",30,"Afternoon"
3,0,"HOV lane blocked due to accident on I-5 Northbound at Olive Ave.",34.178345,-118.309784,"Burbank","Los Angeles","CA","2021-04-12 14:53:12","2021-04-12 15:37:46","US/Pacific",69,69,49,28.98,10,"S",10,0,"Fair","False","False","False","False","False","False","False",44.5666666666667,"Afternoon"
3,0,"Accident on I-490 Eastbound near I-90.",43.029053,-77.964645,"Le Roy","Genesee","NY","2018-03-15 20:18:38","2018-03-15 21:03:29","US/Eastern",32,24.2,88,29.67,10,"West",9.2,0.02,"Mostly Cloudy","False","False","False","False","False","False","False",44.85,"Evening"
3,0,"Right hand shoulder blocked due to accident on I-5 Southbound at Exit 170 Magic Mountain Pkwy.",34.423149,-118.583427,"Valencia","Los Angeles","CA","2018-07-12 04:47:34","2018-07-12 05:17:11","US/Pacific",73,73,64,29.05,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False",29.6166666666667,"Night"
3,0,"Right lane blocked due to accident on I-10 Eastbound at Exit 76 California St.",34.066521,-117.22699,"Redlands","San Bernardino","CA","2019-10-07 07:54:23","2019-10-07 08:54:07","US/Pacific",63,63,30,28.76,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",59.7333333333333,"Night"
3,0,"Lane blocked due to accident on I-57 Southbound at Exit 335 CR-6 Monee Manhattan Rd.",41.427238,-87.759468,"Monee","Will","IL","2019-07-11 05:42:12","2019-07-11 06:42:01","US/Central",68,68,84,29.24,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",59.8166666666667,"Night"
3,0,"Left lane blocked due to accident on I-40 Eastbound before Exit 10 TN-204 Covington Pike.",35.168789,-89.902184,"Memphis","Shelby","TN","2021-08-31 17:29:43","2021-08-31 18:15:34","US/Central",86,86,62,29.37,10,"N",13,0,"Fair","False","False","False","False","False","False","False",45.85,"Afternoon"
3,0,"#3 lane blocked due to accident on I-80 Eastbound before Exit 14B Carlson Blvd.",37.910107,-122.316452,"Richmond","Contra Costa","CA","2020-05-19 17:31:45","2020-05-19 18:01:29","US/Pacific",69,69,45,29.95,10,"SSW",14,0,"Fair","False","False","True","False","False","False","True",29.7333333333333,"Afternoon"
3,0,"Right lane blocked due to accident on I-94 Westbound after Exit 39 Friday Rd.",42.175827,-86.304207,"Coloma","Berrien","MI","2019-01-29 17:01:27","2019-01-29 17:46:10","US/Eastern",7,-15.3,84,29.92,0.2,"West",26.5,0,"Snow","False","False","False","False","False","False","False",44.7166666666667,"Afternoon"
3,0,"At CR-62/Geneva Rd/Guanella Pass Rd - Accident.",39.42911,-105.46529,"Bailey","Park","CO","2020-05-19 10:27:28","2020-05-19 10:57:05","US/Mountain",64,64,10,20.94,10,"S",17,0,"Fair","False","False","False","False","False","False","False",29.6166666666667,"Morning"
3,0,"#2 #3 and 4 lane blocked due to accident on I-880 Southbound at Exit 37 Oakport St.",37.758415,-122.212151,"Oakland","Alameda","CA","2021-05-15 20:17:02","2021-05-15 21:15:00","US/Pacific",56,56,75,29.88,10,"WNW",8,0,"Mostly Cloudy","False","False","False","False","False","False","False",57.9666666666667,"Evening"
3,0,"Three lanes blocked due to accident on I-15 Southbound near 100 N.",40.338436,-111.751244,"Lindon","Utah","UT","2021-11-29 07:04:04","2021-11-29 07:33:14","US/Mountain",25,25,88,25.73,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",29.1666666666667,"Night"
3,0,"Queueing traffic and 2 right lane blocked due to accident on I-285 Northbound at Exit 44 GA-260 Glenwood Rd.",33.737125,-84.230553,"Decatur","DeKalb","GA","2020-03-24 13:32:41","2020-03-24 14:33:17","US/Eastern",66,66,93,28.95,4,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False",60.6,"Afternoon"
3,0,"Accident on I-580 Martin Luther King Jr Memorial Fwy Northbound at Exits 66 67 NV-648 2nd St.",39.527428,-119.783997,"Reno","Washoe","NV","2017-11-16 07:06:58","2017-11-16 07:36:42","US/Pacific",45,43.5,90,29.73,6,"Variable",3.5,0.09,"Rain","False","False","False","False","False","False","False",29.7333333333333,"Night"
3,0,"#1 lane blocked due to accident on I-15 Northbound at Exit 175 Outlet Center Dr.",34.811031,-117.097092,"Barstow","San Bernardino","CA","2019-10-06 05:02:49","2019-10-06 06:47:30","US/Pacific",60,60,20,28.03,10,"W",9,0,"Fair","False","False","False","False","False","False","False",104.683333333333,"Night"
3,0,"Right lane blocked due to accident on I-26 Westbound at US-78 University Blvd.",32.978809,-80.077538,"Ladson","Charleston","SC","2021-04-28 16:32:49","2021-04-28 18:16:44","US/Eastern",79,79,52,30.03,10,"SSW",14,0,"Fair","False","False","False","False","False","False","False",103.916666666667,"Afternoon"
3,0,"Right lane blocked due to accident on I-76 Eastbound at I-25 Exits 216 / I-76 Exits 5.",39.821514,-104.983551,"Denver","Adams","CO","2022-02-03 09:25:03","2022-02-03 09:54:25","US/Mountain",7,-3,85,24.45,10,"SSW",6,0,"Fair","False","False","False","False","False","False","False",29.3666666666667,"Night"
3,0,"Left lane blocked due to accident on I-94 Eastbound at Exit 138 US-127 Bus.",42.272022,-84.427132,"Jackson","Jackson","MI","2017-12-13 15:04:31","2017-12-13 15:34:09","US/Eastern",21,8.6,74,29.4,3,"SE",12.7,0,"Light Snow","False","False","False","False","False","False","False",29.6333333333333,"Afternoon"
3,0,"Lane blocked due to crash on I-75 both ways at Exit 246 CR-672 Big Bend Rd.",27.789961,-82.357079,"Apollo Beach","Hillsborough","FL","2022-03-21 05:54:25","2022-03-21 06:52:19","US/Eastern",53,53,87,30.15,10,"NE",7,0,"Fair","False","False","False","False","False","False","False",57.9,"Night"
3,0,"Left lane blocked due to accident on I-75 Northbound after Exit 301 US-98 Cortez Blvd.",28.55908,-82.236862,"Brooksville","Hernando","FL","2019-06-30 14:15:14","2019-06-30 15:31:14","US/Eastern",88,88,65,29.92,10,"S",3,0,"Fair","False","False","False","False","False","False","False",76,"Afternoon"
3,0,"Right lane blocked due to accident on I-70 Eastbound at Exit 78 Harding St.",39.755802,-86.188965,"Indianapolis","Marion","IN","2021-05-13 17:35:53","2021-05-13 18:18:34","US/Eastern",64,64,28,29.45,10,"NNE",9,0,"Mostly Cloudy","False","False","False","False","False","False","False",42.6833333333333,"Afternoon"
3,0.01,"Right hand shoulder blocked due to accident on I-5 Southbound at Exit 166 Calgrove Blvd.",34.362198,-118.555321,"Newhall","Los Angeles","CA","2017-01-18 22:35:22","2017-01-18 23:20:07","US/Pacific",50,50,93,29.16,10,"SSE",7,0,"Cloudy","False","False","False","False","False","False","False",44.75,"Night"
3,0,"Two lanes blocked due to accident on I-85 Northbound before I-185.",34.788635,-82.440063,"Greenville","Greenville","SC","2020-10-05 10:40:03","2020-10-05 12:34:36","US/Eastern",66,66,63,29.1,10,"E",6,0,"Fair","False","False","False","False","False","False","False",114.55,"Morning"
3,0,"Lane blocked on exit ramp due to accident on I-275 Northbound at Exits 44 45A 45B I-4 Exit 45A.",27.964621,-82.452431,"Tampa","Hillsborough","FL","2020-04-30 04:05:27","2020-04-30 05:05:10","US/Eastern",66,66,100,29.88,10,"SE",5,0,"Light Drizzle","False","False","False","False","False","False","False",59.7166666666667,"Night"
3,0,"Right lane blocked due to crash on I-26 Eastbound at Exit 111A / US-1 Augusta Rd.",33.980728,-81.10701,"West Columbia","Lexington","SC","2022-08-25 14:53:16","2022-08-25 15:52:49","US/Eastern",81,81,72,29.81,10,"CALM",0,0,"Cloudy","False","False","False","True","False","False","False",59.55,"Afternoon"
3,0,"Accident on I-40 Westbound near I-24.",36.140633,-86.725723,"Nashville","Davidson","TN","2019-09-10 11:19:28","2019-09-10 13:46:14","US/Central",91,91,42,29.57,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",146.766666666667,"Morning"
3,0,"Accident on I-81 Southbound at Exit 8 US-25E Davy Crockett Pkwy.",36.137875,-83.27948,"Morristown","Hamblen","TN","2017-11-07 07:47:44","2017-11-07 08:17:26","US/Eastern",60,60,100,28.39,6,"VAR",3,0.07,"Light Rain","False","False","False","False","False","False","False",29.7,"Night"
3,1.61000001430511,"Accident on I-494 Eastbound between Exit 69 MN-149 Dodd Rd and Delaware Ave.",44.86105,-93.106384,"Saint Paul","Dakota","MN","2019-09-30 13:46:15","2019-09-30 15:01:59","US/Central",81,81,72,28.81,10,"S",10,0,"Cloudy","False","False","False","False","False","False","False",75.7333333333333,"Afternoon"
3,0,"One lane blocked due to accident on I-5 Southbound before Exit 171 The Old Rd.",34.43531,-118.593269,"Valencia","Los Angeles","CA","2021-09-15 07:31:56","2021-09-15 08:01:23","US/Pacific",61,61,83,29.08,4,"CALM",0,0,"Haze","False","False","False","True","False","False","False",29.45,"Night"
3,0.990000009536743,"Entry ramp to I-275 Southbound from E Sligh Ave Eastbound closed due to crash.",28.01049,-82.454391,"Tampa","Hillsborough","FL","2022-06-24 15:40:20","2022-06-24 16:56:30","US/Eastern",95,95,54,29.87,10,"W",14,0,"Partly Cloudy","False","False","False","False","False","False","True",76.1666666666667,"Afternoon"
3,0,"Multi-vehicle accident on I-24 Eastbound at Exit 47 1st St.",36.181026,-86.774773,"Nashville","Davidson","TN","2019-10-19 02:59:06","2019-10-19 03:58:30","US/Central",51,51,71,29.27,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False",59.4,"Night"
3,0,"At UT-48/7200/Exit 297 - Accident. Hard shoulder blocked.",40.61342,-111.90626,"Midvale","Salt Lake","UT","2020-06-19 14:55:09","2020-06-19 15:40:09","US/Mountain",75,75,18,25.76,10,"W",7,0,"Fair","False","False","False","False","False","False","False",45,"Afternoon"
3,1.36000001430511,"Lane blocked due to crash on I-290 Eisenhower Expy Eastbound between Exit 19A Bataan Dr and Exit 20 IL-171 1st Ave.",41.871422,-87.835884,"Maywood","Cook","IL","2022-09-06 08:20:28","2022-09-06 09:05:10","US/Central",70,70,84,29.4,10,"N",7,0,"Mostly Cloudy","False","False","False","False","False","False","False",44.7,"Night"
3,0,"2 right lane blocked due to accident on I-275 Northbound at Exits 44 45A 45B I-4 Exit 45A.",27.95643,-82.463333,"Tampa","Hillsborough","FL","2019-06-16 12:31:59","2019-06-16 14:02:02","US/Eastern",86,86,66,30.03,10,"CALM",0,0,"Partly Cloudy","False","False","False","False","False","False","False",90.05,"Afternoon"
3,0,"Two lanes blocked due to accident on I-690 Eastbound before Exit 14 Teall Ave.",43.05315,-76.122246,"Syracuse","Onondaga","NY","2021-09-15 14:12:30","2021-09-15 14:42:15","US/Eastern",68,68,93,29.47,2,"NW",10,0.02,"Heavy Rain","False","False","False","False","False","False","True",29.75,"Afternoon"
3,0,"Lane blocked due to accident on I-75 Southbound at North Avenue.",33.769341,-84.389816,"Atlanta","Fulton","GA","2021-07-25 12:14:35","2021-07-25 12:58:52","US/Eastern",85,85,65,29.16,10,"VAR",3,0,"Fair","False","False","False","False","False","False","False",44.2833333333333,"Afternoon"
3,0,"Right lane blocked due to accident on I-390 Southbound near NY-15 Henrietta Rd.",42.940094,-77.691605,"Honeoye Falls","Livingston","NY","2019-01-28 09:27:23","2019-01-28 09:56:44","US/Eastern",12.9,0.7,77,30.21,9,"East",9.2,0,"Light Snow","False","False","False","False","False","False","False",29.35,"Night"
3,0,"At Lake Ave - Accident.",42.47606,-88.15262,"Antioch","Lake","IL","2020-03-09 16:47:26","2020-03-09 17:15:51","US/Central",55,55,83,29.09,3,"SSW",16,0.05,"Rain","False","False","False","False","False","False","False",28.4166666666667,"Afternoon"
3,0,"#1 lane blocked due to accident on I-35E Southbound at Texas Blvd.",33.204826,-97.153313,"Denton","Denton","TX","2019-12-23 13:48:59","2019-12-23 14:49:42","US/Central",64,64,38,29.39,10,"SE",7,0,"Fair","False","False","False","False","False","False","False",60.7166666666667,"Afternoon"
3,0,"Right lane blocked due to accident on TN-385 Bill Morris Pkwy Eastbound after Kirby Rd.",35.066864,-89.84407,"Memphis","Shelby","TN","2021-08-25 17:54:40","2021-08-25 19:28:56","US/Central",93,93,49,29.6,10,"ESE",9,0,"Partly Cloudy","False","False","False","False","False","False","True",94.2666666666667,"Afternoon"
3,0,"At TX-5/Greenville Ave/Exit 18 - Accident. Right lane blocked. Carpool lane blocked.",32.91648,-96.74275,"Dallas","Dallas","TX","2020-03-19 20:00:10","2020-03-19 20:50:08","US/Central",66,66,83,29.25,10,"S",10,0,"Fair","False","False","False","False","False","False","False",49.9666666666667,"Evening"
3,0,"Lane blocked due to accident on I-405 Southbound at Exit 33A CA-47 Alameda St.",33.825417,-118.228401,"Long Beach","Los Angeles","CA","2020-12-21 22:39:15","2020-12-21 23:08:58","US/Pacific",58,58,93,29.96,8,"SE",5,0,"Fair","False","False","False","True","False","False","False",29.7166666666667,"Night"
3,1.01999998092651,"Entry ramp to I-94 Northbound from I-275 Southbound lane blocked due to accident.",42.220665,-83.413605,"Romulus","Wayne","MI","2018-02-07 05:35:24","2018-02-07 06:04:09","US/Eastern",18,8.7,88,30.24,0.5,"NNE",6.9,0.02,"Snow","False","False","False","False","False","False","False",28.75,"Night"
3,0,"Two lanes blocked and left hand shoulder blocked due to accident on I-264 Watterson Expy Eastbound after KY-1932 Breckenridge Ln.",38.22884,-85.635109,"Louisville","Jefferson","KY","2021-04-16 06:32:19","2021-04-16 09:14:27","US/Eastern",37,37,82,29.4,10,"CALM",0,0,"Fair","False","False","False","True","False","False","False",162.133333333333,"Night"
3,0,"Two lanes blocked due to accident on North Fwy Northbound at Parker Rd.",29.859465,-95.402496,"Houston","Harris","TX","2021-10-25 06:41:52","2021-10-25 07:10:56","US/Central",76,76,91,29.81,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","True",29.0666666666667,"Night"
3,0.219999998807907,"Entry ramp to I-95 Northbound from W Hillsboro Blvd closed due to police incident.",26.31624,-80.11467,"Deerfield Beach","Broward","FL","2020-04-06 04:07:17","2020-04-06 06:12:00","US/Eastern",72,72,100,29.94,7,"CALM",0,0.01,"Cloudy","False","False","False","False","False","False","False",124.716666666667,"Night"
3,0,"Two lanes blocked due to accident on I-20 Westbound at SR-139 / MLK Dr.",33.751682,-84.448143,"Atlanta","Fulton","GA","2021-12-11 20:24:51","2021-12-11 21:08:20","US/Eastern",54,54,80,29.15,10,"NW",9,0,"Cloudy","False","False","False","False","False","False","False",43.4833333333333,"Evening"
3,0,"Left lane blocked due to accident on I-85 Southbound at Exit 44 US-25 White Horse Rd.",34.791351,-82.417435,"Greenville","Greenville","SC","2020-08-23 14:13:06","2020-08-23 15:12:35","US/Eastern",82,82,70,29.11,10,"SSW",7,0,"Mostly Cloudy","False","False","False","False","False","False","False",59.4833333333333,"Afternoon"
3,0,"At US-78/TN-4/Lamar Ave/Exit 29 - Accident. Right lane blocked.",35.12983,-90.02401,"Memphis","Shelby","TN","2020-05-02 19:19:53","2020-05-02 20:19:53","US/Central",79,79,47,29.6,10,"S",15,0,"Fair","False","False","False","False","False","False","False",60,"Evening"
3,0,"At W Forest Preserve Ave - Accident.",41.94528,-87.80702,"Chicago","Cook","IL","2020-03-29 03:06:55","2020-03-29 03:51:55","US/Central",59,59,58,28.71,10,"SSW",10,0,"Partly Cloudy","False","False","True","False","False","False","True",45,"Night"
3,0,"Left lane closed and left hand shoulder closed due to accident on I-435 Eastbound at Exit 75B State Line Rd.",38.936577,-94.608994,"Leawood","Johnson","KS","2019-12-10 12:36:41","2019-12-10 13:05:59","US/Central",35,27,54,29.11,10,"NW",12,0,"Fair","False","False","False","False","False","False","False",29.3,"Afternoon"
3,0,"Lane blocked and queueing traffic due to accident on I-30 Eastbound at Exit 24 East Fwy.",32.760147,-97.166634,"Fort Worth","Tarrant","TX","2021-06-14 16:13:24","2021-06-14 17:22:23","US/Central",91,91,55,29.2,10,"S",9,0,"Fair","False","False","False","False","False","False","False",68.9833333333333,"Afternoon"
3,0,"Accident on I-95 Northbound after Exit 176 CR-516 Palm Bay Rd.",28.037901,-80.658623,"Melbourne","Brevard","FL","2021-09-22 07:56:37","2021-09-22 08:26:07","US/Eastern",73,73,93,29.94,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",29.5,"Night"
